Time,What,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
[time],OPEN LOG
[time],START, #X, #Y, #O, #A
[time],SOLVE INIT,upper bound(s),lower bound(s),init bounds(s),init sample engine(s),init sarsop prune(s),init other,init belief tree(s),total init time
[time],SOLVE START,#iteration,elapsed time,#trials,#backups,lower bound,upper bound,precision,#alphas,#beliefs,total time
[time],SOLVE,#iteration,elapsed time,#trials,#backups,lower bound,upper bound,precision,#alphas,#beliefs,low bound backup time,up bound backup time,#low bound backups,#up bound backups,sample time,prune time,step 0(s),step 1(s),step 2(s),step 3(s),step 4(s),step 5(s),step 6(s),stop,total time
[2017/08/14 21:09:06],SOLVE,3616,26.31,240,6753,1760.54,1763.72,3.18697,1409,1746,0.02,0,53,53,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3643,26.32,242,6800,1760.54,1763.72,3.18686,1431,1750,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3671,26.35,244,6855,1760.54,1763.72,3.18631,1427,1755,0.03,0,55,55,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:06],SOLVE,3700,26.37,245,6900,1760.54,1763.72,3.18616,1405,1765,0,0.01,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3727,26.39,247,6950,1760.54,1763.72,3.18594,1422,1769,0,0,50,50,0.01,0,0,0,0.01,0,0,0,0,0,0.01
[2017/08/14 21:09:06],SOLVE,3755,26.41,250,7011,1760.54,1763.72,3.18519,1414,1773,0.01,0,61,61,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:06],SOLVE,3782,26.42,252,7061,1760.54,1763.72,3.18448,1419,1775,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3806,26.44,254,7105,1760.54,1763.72,3.18292,1439,1778,0.01,0,44,44,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3837,26.46,255,7150,1760.54,1763.72,3.18244,1423,1790,0,0.01,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3860,26.48,257,7200,1760.54,1763.72,3.1821,1430,1793,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3887,26.5,260,7255,1760.54,1763.72,3.18197,1431,1797,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3915,26.51,263,7305,1760.73,1763.72,2.99112,1438,1801,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3946,26.53,265,7350,1760.73,1763.72,2.98942,1444,1806,0.02,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3972,26.55,267,7411,1760.73,1763.72,2.9881,1471,1808,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,3998,26.56,269,7450,1760.73,1763.72,2.98798,1473,1810,0,0.01,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4026,26.58,271,7511,1760.73,1763.72,2.9876,1488,1812,0.02,0,61,61,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4055,26.6,273,7565,1760.74,1763.72,2.97758,1462,1820,0.01,0,54,54,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4076,26.62,274,7600,1760.74,1763.72,2.97743,1438,1822,0.01,0.01,35,35,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4101,26.64,276,7651,1760.74,1763.72,2.97719,1455,1825,0.01,0,51,51,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:06],SOLVE,4131,26.65,278,7700,1760.9,1763.72,2.82016,1472,1826,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4162,26.68,281,7763,1760.9,1763.72,2.81938,1478,1834,0.01,0.01,63,63,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:06],SOLVE,4187,26.69,282,7800,1760.9,1763.72,2.81925,1463,1835,0.01,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4211,26.7,284,7850,1760.9,1763.72,2.8189,1513,1837,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4239,26.72,286,7900,1760.9,1763.71,2.81839,1507,1839,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4263,26.74,288,7950,1760.9,1763.71,2.81826,1511,1848,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4291,26.76,290,8000,1760.9,1763.71,2.81787,1492,1850,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4319,26.78,292,8055,1760.9,1763.71,2.81751,1505,1851,0.02,0,55,55,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:06],SOLVE,4345,26.79,293,8100,1760.9,1763.71,2.81724,1498,1856,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4376,26.81,295,8163,1760.93,1763.71,2.78154,1500,1859,0.02,0,63,63,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4396,26.82,296,8200,1761.11,1763.71,2.60543,1516,1863,0.01,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4430,26.84,298,8250,1761.13,1763.71,2.58009,1519,1866,0,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4449,26.86,299,8301,1761.19,1763.71,2.523,1520,1867,0.01,0.01,51,51,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:06],SOLVE,4480,26.87,300,8350,1761.19,1763.71,2.52291,1525,1870,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4506,26.89,302,8409,1761.25,1763.71,2.46602,1533,1874,0.02,0,59,59,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4531,26.9,303,8450,1761.25,1763.71,2.46587,1518,1875,0.01,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4561,26.93,305,8513,1761.25,1763.71,2.46304,1539,1880,0.02,0,63,63,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:06],SOLVE,4583,26.94,306,8550,1761.43,1763.71,2.27799,1546,1883,0.01,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4611,26.96,308,8607,1761.43,1763.71,2.27787,1559,1887,0.01,0,57,57,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4638,26.97,309,8650,1761.43,1763.71,2.2778,1555,1888,0.01,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4666,26.99,311,8711,1761.47,1763.71,2.24382,1550,1891,0.02,0,61,61,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4694,27,312,8750,1761.67,1763.71,2.03794,1548,1892,0.01,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4717,27.02,314,8807,1761.68,1763.71,2.03271,1561,1896,0.01,0,57,57,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4747,27.04,316,8863,1761.69,1763.71,2.02343,1574,1898,0.01,0,56,56,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4767,27.05,317,8900,1761.71,1763.71,2.00287,1560,1900,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4800,27.07,318,8950,1761.71,1763.71,2.00267,1585,1901,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4820,27.08,320,9001,1761.76,1763.71,1.95162,1563,1901,0.01,0,51,51,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4846,27.1,321,9051,1761.83,1763.71,1.87929,1599,1912,0.01,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:06],SOLVE,4879,27.11,322,9100,1761.85,1763.71,1.857,1601,1913,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:06],SOLVE,4903,27.14,324,9159,1761.85,1763.71,1.85667,1606,1916,0.03,0,59,59,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,4926,27.15,325,9200,1761.85,1763.71,1.85662,1608,1918,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,4953,27.17,327,9253,1761.96,1763.71,1.74545,1617,1921,0.02,0,53,53,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,4983,27.18,328,9300,1761.96,1763.71,1.74541,1616,1922,0.01,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5012,27.21,330,9365,1761.99,1763.71,1.72327,1606,1926,0.02,0.01,65,65,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5031,27.22,331,9401,1761.99,1763.71,1.72092,1585,1927,0.01,0,36,36,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5062,27.23,332,9450,1762.05,1763.71,1.66443,1596,1931,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5093,27.26,334,9519,1762.07,1763.71,1.63915,1609,1935,0.02,0.01,69,69,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5111,27.27,335,9553,1762.1,1763.71,1.61382,1604,1935,0.01,0,34,34,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5141,27.29,336,9600,1762.1,1763.71,1.6136,1619,1935,0.01,0,47,47,0.01,0,0,0,0.01,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5168,27.3,338,9661,1762.1,1763.71,1.61341,1630,1935,0.01,0,61,61,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5189,27.32,339,9701,1762.11,1763.71,1.60262,1638,1941,0,0,40,40,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5220,27.33,340,9750,1762.14,1763.71,1.57344,1654,1946,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5243,27.35,342,9800,1762.16,1763.7,1.54701,1643,1948,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5274,27.37,344,9861,1762.26,1763.7,1.43878,1660,1949,0.01,0,61,61,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5301,27.38,346,9900,1762.3,1763.7,1.40281,1652,1952,0.01,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5323,27.4,347,9953,1762.38,1763.7,1.32088,1669,1954,0.01,0,53,53,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5353,27.41,348,10000,1762.38,1763.7,1.32056,1693,1955,0.01,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5384,27.44,350,10069,1762.39,1763.7,1.31128,1722,1959,0.01,0,69,69,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5404,27.45,351,10100,1762.39,1763.7,1.31128,1718,1959,0,0.01,31,31,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5431,27.47,353,10157,1762.44,1763.7,1.26225,1721,1962,0.01,0,57,57,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5462,27.49,354,10200,1762.44,1763.7,1.26225,1725,1964,0.02,0,43,43,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5484,27.5,356,10257,1762.44,1763.7,1.26223,1721,1966,0.01,0,57,57,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5510,27.52,357,10300,1762.44,1763.7,1.26223,1714,1967,0.01,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5540,27.54,359,10363,1762.44,1763.7,1.26221,1730,1969,0.02,0,63,63,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5560,27.55,360,10401,1762.46,1763.7,1.24438,1741,1972,0,0.01,38,38,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5589,27.57,361,10450,1762.46,1763.7,1.24308,1738,1974,0.02,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5621,27.59,363,10517,1762.46,1763.7,1.24256,1717,1976,0.02,0,67,67,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5641,27.61,364,10555,1762.46,1763.7,1.24251,1729,1977,0.01,0,38,38,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5670,27.62,365,10600,1762.47,1763.7,1.22892,1735,1977,0.01,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5698,27.64,367,10663,1762.47,1763.7,1.22889,1723,1978,0.01,0.01,63,63,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5718,27.65,368,10700,1762.48,1763.7,1.22119,1725,1979,0.01,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5751,27.67,369,10750,1762.48,1763.7,1.22114,1735,1979,0.01,0.01,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5773,27.68,371,10805,1762.49,1763.7,1.21548,1729,1979,0.01,0,55,55,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5802,27.69,372,10850,1762.49,1763.7,1.21023,1740,1979,0.01,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5828,27.72,374,10909,1762.5,1763.7,1.20224,1702,1981,0.01,0,59,59,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5851,27.73,376,10950,1762.52,1763.7,1.17478,1732,1983,0.01,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5880,27.75,378,11000,1762.52,1763.7,1.17469,1714,1986,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5911,27.78,380,11063,1762.53,1763.7,1.16886,1695,1995,0.01,0.01,63,63,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5937,27.79,381,11100,1762.55,1763.7,1.14853,1722,2003,0.01,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,5963,27.81,383,11161,1762.55,1763.7,1.1484,1715,2007,0.01,0,61,61,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,5986,27.82,384,11200,1762.59,1763.7,1.10593,1732,2007,0.01,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6011,27.84,386,11251,1762.59,1763.7,1.10454,1711,2011,0.01,0.01,51,51,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,6044,27.85,387,11300,1762.6,1763.7,1.09832,1712,2012,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6064,27.87,389,11350,1762.72,1763.69,0.97925,1683,2016,0.01,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6095,27.89,390,11400,1762.72,1763.69,0.97875,1715,2018,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6126,27.92,392,11469,1762.72,1763.69,0.977415,1732,2021,0.02,0,69,69,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,6144,27.93,393,11503,1762.72,1763.69,0.977415,1750,2021,0.01,0,34,34,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,6172,27.95,394,11550,1762.72,1763.69,0.977415,1760,2022,0.02,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6205,27.97,396,11619,1762.72,1763.69,0.977415,1738,2024,0.02,0,69,69,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,6224,27.98,397,11655,1762.72,1763.69,0.977415,1762,2025,0,0.01,36,36,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6251,28,398,11700,1762.72,1763.69,0.977415,1758,2026,0.01,0.01,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6283,28.01,399,11750,1762.72,1763.69,0.977415,1749,2030,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6307,28.03,401,11813,1762.72,1763.69,0.97726,1766,2033,0.02,0,63,63,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,6331,28.04,402,11859,1762.72,1763.69,0.97726,1750,2038,0.01,0,46,46,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6353,28.06,403,11901,1762.72,1763.69,0.977141,1782,2038,0.02,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,6383,28.07,404,11950,1762.72,1763.69,0.97097,1780,2041,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6410,28.09,406,12009,1762.75,1763.69,0.942204,1761,2042,0.02,0,59,59,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:07],SOLVE,6433,28.1,407,12050,1762.76,1763.69,0.930851,1778,2045,0.01,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:07],SOLVE,6460,28.12,408,12100,1762.77,1763.69,0.926516,1771,2053,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6488,28.14,410,12157,1762.78,1763.68,0.903086,1796,2058,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6513,28.16,411,12200,1762.78,1763.68,0.903086,1786,2059,0.01,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6545,28.17,412,12250,1762.78,1763.68,0.903086,1805,2060,0,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6567,28.19,414,12307,1762.78,1763.68,0.898312,1807,2061,0.01,0,57,57,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,6595,28.21,415,12350,1762.78,1763.68,0.89498,1799,2061,0.02,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6622,28.23,417,12411,1762.81,1763.68,0.871034,1821,2068,0.02,0,61,61,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,6649,28.25,419,12450,1762.83,1763.68,0.849006,1822,2072,0.02,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6670,28.27,420,12501,1762.87,1763.68,0.81304,1830,2073,0,0,51,51,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,6701,28.28,422,12559,1762.87,1763.68,0.806407,1861,2080,0.01,0,58,58,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6724,28.29,424,12601,1762.87,1763.68,0.805672,1863,2083,0.01,0,42,42,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6755,28.32,426,12659,1762.87,1763.68,0.804633,1893,2089,0.01,0.01,58,58,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,6780,28.33,427,12700,1762.87,1763.68,0.804434,1866,2092,0.01,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6807,28.36,429,12757,1762.87,1763.68,0.801404,1885,2099,0,0.02,57,57,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6836,28.38,430,12800,1762.87,1763.68,0.801348,1876,2101,0.01,0,43,43,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,6865,28.4,432,12867,1762.88,1763.68,0.799531,1881,2104,0.02,0,67,67,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,6884,28.41,433,12903,1762.88,1763.68,0.798264,1877,2104,0.01,0,36,36,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6910,28.43,434,12950,1762.88,1763.68,0.796114,1889,2106,0.01,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6944,28.45,436,13017,1762.89,1763.68,0.785973,1909,2106,0.01,0,67,67,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,6966,28.46,437,13059,1762.9,1763.68,0.77777,1925,2113,0.01,0,42,42,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,6990,28.47,438,13100,1762.9,1763.68,0.777756,1901,2113,0,0.01,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7022,28.49,439,13150,1762.9,1763.68,0.776077,1902,2119,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7042,28.51,441,13203,1762.94,1763.68,0.733927,1936,2126,0.02,0,53,53,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7072,28.53,442,13250,1762.94,1763.68,0.733919,1908,2126,0.02,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7102,28.54,444,13300,1762.94,1763.68,0.733899,1937,2130,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7124,28.56,445,13359,1762.94,1763.68,0.733868,1927,2132,0.02,0,59,59,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7147,28.57,446,13400,1762.94,1763.68,0.733825,1935,2132,0.01,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7181,28.59,447,13450,1762.94,1763.68,0.732273,1947,2134,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7202,28.61,449,13507,1762.95,1763.68,0.729546,1941,2134,0.01,0,57,57,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7225,28.63,450,13550,1762.95,1763.67,0.720747,1942,2139,0.02,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7260,28.65,452,13617,1762.95,1763.67,0.7207,1971,2143,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7284,28.67,453,13663,1762.95,1763.67,0.720687,1980,2148,0.02,0,46,46,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7304,28.68,454,13700,1762.95,1763.67,0.719488,1959,2148,0.01,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7339,28.71,456,13767,1762.96,1763.67,0.710553,1972,2149,0.02,0,67,67,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:08],SOLVE,7360,28.71,457,13800,1762.97,1763.67,0.70382,1991,2150,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7390,28.74,459,13863,1762.97,1763.67,0.700202,1981,2153,0.02,0,63,63,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7410,28.75,460,13901,1762.98,1763.67,0.696018,1975,2154,0.01,0,38,38,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7441,28.77,461,13950,1762.98,1763.67,0.694869,1993,2158,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7471,28.8,463,14017,1762.98,1763.67,0.686335,1986,2161,0.03,0,67,67,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7493,28.81,464,14050,1763.02,1763.67,0.648684,2019,2163,0.01,0,33,33,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7525,28.84,466,14119,1763.02,1763.67,0.648665,1990,2164,0.02,0,69,69,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7550,28.86,467,14167,1763.02,1763.67,0.647951,1997,2166,0,0,48,48,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7570,28.87,468,14205,1763.02,1763.67,0.647945,1984,2167,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7598,28.89,469,14250,1763.02,1763.67,0.647911,1996,2168,0.02,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7624,28.91,471,14307,1763.04,1763.67,0.634468,1990,2168,0.02,0,57,57,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7647,28.93,472,14351,1763.04,1763.67,0.624259,2017,2170,0.02,0,44,44,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7680,28.95,474,14413,1763.04,1763.67,0.624195,2003,2174,0.02,0,62,62,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7704,28.97,475,14450,1763.04,1763.67,0.624191,2000,2175,0.01,0.01,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:08],SOLVE,7729,28.99,477,14505,1763.04,1763.67,0.624177,1998,2177,0.01,0.01,55,55,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:08],SOLVE,7759,29.01,478,14550,1763.04,1763.67,0.62214,2000,2177,0.01,0,45,45,0,0.01,0,0,0,0.01,0,0,0,0,0.01
