Time,What,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
[time],OPEN LOG
[time],START, #X, #Y, #O, #A
[time],SOLVE INIT,upper bound(s),lower bound(s),init bounds(s),init sample engine(s),init sarsop prune(s),init other,init belief tree(s),total init time
[time],SOLVE START,#iteration,elapsed time,#trials,#backups,lower bound,upper bound,precision,#alphas,#beliefs,total time
[time],SOLVE,#iteration,elapsed time,#trials,#backups,lower bound,upper bound,precision,#alphas,#beliefs,low bound backup time,up bound backup time,#low bound backups,#up bound backups,sample time,prune time,step 0(s),step 1(s),step 2(s),step 3(s),step 4(s),step 5(s),step 6(s),stop,total time
[2017/08/14 21:09:34],SOLVE,37213,54.81,1788,70850,1763.57,1763.58,0.00826973,4633,3686,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:34],SOLVE,37239,54.84,1789,70901,1763.57,1763.58,0.00826911,4650,3686,0.02,0,51,51,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:34],SOLVE,37271,54.87,1790,70950,1763.57,1763.58,0.00825907,4671,3686,0.02,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:34],SOLVE,37294,54.9,1792,71005,1763.57,1763.58,0.00822124,4706,3686,0.01,0,55,55,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:34],SOLVE,37321,54.93,1793,71057,1763.57,1763.58,0.00817306,4583,3692,0.01,0,52,52,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:34],SOLVE,37345,54.96,1794,71100,1763.57,1763.58,0.00817049,4614,3692,0.02,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:34],SOLVE,37377,54.98,1795,71150,1763.57,1763.58,0.00817044,4664,3692,0.01,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:34],SOLVE,37399,55.02,1797,71205,1763.57,1763.58,0.00812617,4593,3692,0.01,0,55,55,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:34],SOLVE,37423,55.04,1798,71251,1763.57,1763.58,0.00812217,4602,3697,0.02,0,46,46,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:34],SOLVE,37453,55.07,1799,71300,1763.57,1763.58,0.00811514,4641,3697,0.02,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:34],SOLVE,37483,55.09,1800,71350,1763.57,1763.58,0.0081109,4647,3700,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:34],SOLVE,37507,55.12,1802,71411,1763.57,1763.58,0.00809265,4670,3706,0.03,0,61,61,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:35],SOLVE,37528,55.14,1803,71451,1763.57,1763.58,0.00809244,4670,3706,0.01,0,40,40,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:35],SOLVE,37555,55.17,1804,71500,1763.57,1763.58,0.00807611,4664,3709,0.02,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,37585,55.2,1805,71550,1763.57,1763.58,0.00800832,4669,3709,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,37615,55.23,1807,71617,1763.57,1763.58,0.00799672,4660,3709,0.03,0,67,67,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:35],SOLVE,37634,55.26,1808,71650,1763.57,1763.58,0.00794981,4631,3709,0.02,0,33,33,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,37666,55.29,1809,71700,1763.57,1763.58,0.00790988,4670,3709,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,37691,55.31,1811,71761,1763.57,1763.58,0.00785531,4703,3710,0.01,0,61,61,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,37716,55.34,1812,71800,1763.57,1763.58,0.00769651,4663,3710,0.02,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,37739,55.37,1813,71853,1763.57,1763.58,0.00769584,4669,3710,0.03,0,53,53,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:35],SOLVE,37772,55.39,1814,71900,1763.57,1763.58,0.00765123,4651,3711,0.01,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,37794,55.43,1816,71950,1763.57,1763.58,0.00763222,4672,3711,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,37817,55.46,1817,72001,1763.57,1763.58,0.00761705,4655,3714,0.02,0,51,51,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:35],SOLVE,37849,55.49,1818,72050,1763.57,1763.58,0.00738658,4644,3714,0.01,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,37870,55.52,1819,72103,1763.57,1763.58,0.00738461,4676,3714,0.03,0,53,53,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:35],SOLVE,37899,55.55,1820,72150,1763.57,1763.58,0.00738454,4652,3714,0.02,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,37930,55.58,1822,72217,1763.57,1763.58,0.00738443,4708,3714,0.03,0,67,67,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:35],SOLVE,37951,55.61,1823,72257,1763.57,1763.58,0.00738442,4641,3714,0.02,0.01,40,40,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:35],SOLVE,37976,55.63,1824,72300,1763.57,1763.58,0.0073555,4684,3714,0.02,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38009,55.66,1826,72350,1763.57,1763.58,0.00734808,4677,3714,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38030,55.7,1827,72407,1763.57,1763.58,0.00734799,4650,3714,0.03,0,57,57,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:35],SOLVE,38055,55.72,1828,72450,1763.57,1763.58,0.00734607,4672,3715,0.02,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38087,55.75,1829,72500,1763.57,1763.58,0.00734276,4687,3715,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38109,55.78,1831,72557,1763.57,1763.58,0.00734134,4704,3715,0.01,0,57,57,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:35],SOLVE,38136,55.8,1832,72600,1763.57,1763.58,0.00734049,4717,3715,0.01,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38169,55.83,1834,72650,1763.57,1763.58,0.00733902,4664,3716,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38197,55.86,1834,72700,1763.57,1763.58,0.00733781,4704,3724,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38216,55.89,1835,72750,1763.57,1763.58,0.00732166,4710,3728,0,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38252,55.92,1836,72800,1763.57,1763.58,0.00721893,4742,3728,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38267,55.95,1837,72850,1763.57,1763.58,0.0072187,4733,3729,0.01,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38294,55.99,1839,72900,1763.57,1763.58,0.00714095,4695,3729,0.03,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:35],SOLVE,38319,56.02,1840,72959,1763.57,1763.58,0.00714085,4742,3730,0.02,0,59,59,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:35],SOLVE,38350,56.04,1841,73000,1763.57,1763.58,0.00708548,4731,3730,0.02,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:35],SOLVE,38367,56.08,1842,73050,1763.57,1763.58,0.00708541,4734,3731,0.03,0.01,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:35],SOLVE,38398,56.1,1843,73100,1763.57,1763.58,0.00708537,4716,3731,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38424,56.13,1844,73150,1763.57,1763.58,0.00708536,4766,3731,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38455,56.15,1845,73200,1763.57,1763.58,0.00708534,4751,3731,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38476,56.18,1846,73250,1763.57,1763.58,0.00708529,4750,3733,0.02,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38509,56.21,1847,73300,1763.57,1763.58,0.00706991,4742,3733,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38525,56.24,1848,73350,1763.57,1763.58,0.00706988,4792,3733,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38557,56.27,1850,73400,1763.57,1763.58,0.00706985,4744,3733,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38576,56.3,1851,73450,1763.57,1763.58,0.00705261,4794,3733,0.01,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38603,56.33,1852,73503,1763.57,1763.58,0.00703276,4761,3734,0.01,0,53,53,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:36],SOLVE,38640,56.38,1853,73575,1763.57,1763.58,0.00703271,4768,3735,0.04,0,72,72,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:36],SOLVE,38662,56.4,1854,73617,1763.57,1763.58,0.00703266,4771,3735,0.01,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:36],SOLVE,38685,56.42,1855,73661,1763.57,1763.58,0.00702347,4769,3735,0.02,0,44,44,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:36],SOLVE,38712,56.45,1856,73700,1763.57,1763.58,0.00701813,4768,3739,0.03,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38748,56.48,1857,73750,1763.57,1763.58,0.00698173,4750,3740,0.02,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:36],SOLVE,38762,56.51,1858,73800,1763.57,1763.58,0.00698164,4783,3741,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38786,56.53,1859,73850,1763.57,1763.58,0.00692646,4790,3741,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38817,56.57,1860,73915,1763.57,1763.58,0.00692636,4734,3742,0.04,0,65,65,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:36],SOLVE,38839,56.6,1861,73957,1763.57,1763.58,0.00692632,4743,3742,0.03,0,42,42,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:36],SOLVE,38862,56.62,1862,74000,1763.57,1763.58,0.0069263,4757,3742,0.02,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38894,56.66,1863,74050,1763.57,1763.58,0.00692626,4742,3742,0.02,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38915,56.68,1865,74100,1763.57,1763.58,0.00687358,4756,3742,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38949,56.72,1867,74150,1763.57,1763.58,0.00687332,4755,3742,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,38972,56.75,1868,74209,1763.57,1763.58,0.00685764,4746,3743,0.03,0,59,59,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:36],SOLVE,38994,56.78,1869,74251,1763.57,1763.58,0.0068564,4751,3743,0.02,0,42,42,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:36],SOLVE,39025,56.81,1870,74300,1763.57,1763.58,0.00685478,4766,3744,0.03,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,39054,56.84,1871,74350,1763.57,1763.58,0.00685473,4739,3747,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,39083,56.87,1873,74421,1763.57,1763.58,0.00685461,4773,3750,0.01,0,71,71,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,39103,56.89,1874,74459,1763.57,1763.58,0.00685437,4811,3751,0.01,0,38,38,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,39128,56.92,1875,74500,1763.57,1763.58,0.00684902,4784,3751,0.02,0,41,41,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,39157,56.95,1876,74550,1763.57,1763.58,0.00684801,4767,3753,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,39181,56.98,1878,74607,1763.57,1763.58,0.0068273,4791,3753,0.01,0.02,57,57,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:36],SOLVE,39205,57,1879,74653,1763.57,1763.58,0.00682699,4792,3757,0.01,0.01,46,46,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:36],SOLVE,39231,57.03,1880,74700,1763.57,1763.58,0.00680692,4790,3757,0.02,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,39260,57.05,1881,74750,1763.57,1763.58,0.00680677,4794,3759,0,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:36],SOLVE,39287,57.09,1883,74809,1763.57,1763.58,0.00658281,4797,3762,0.02,0,59,59,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:37],SOLVE,39324,57.13,1884,74881,1763.57,1763.58,0.0065819,4811,3763,0.03,0,72,72,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,39343,57.14,1884,74900,1763.57,1763.58,0.0065819,4830,3763,0.01,0,19,19,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39364,57.18,1885,74959,1763.57,1763.58,0.00658189,4761,3765,0.03,0,59,59,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:09:37],SOLVE,39401,57.22,1886,75031,1763.57,1763.58,0.00658187,4812,3766,0.04,0,72,72,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,39420,57.24,1886,75050,1763.57,1763.58,0.00658187,4813,3766,0.02,0,19,19,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39440,57.28,1887,75107,1763.57,1763.58,0.00658186,4792,3767,0.02,0,57,57,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:09:37],SOLVE,39474,57.32,1888,75173,1763.57,1763.58,0.00658186,4763,3768,0.04,0,66,66,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,39501,57.33,1888,75200,1763.57,1763.58,0.00658186,4779,3768,0.01,0,27,27,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39515,57.36,1889,75250,1763.57,1763.58,0.00658183,4783,3769,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39547,57.4,1890,75315,1763.57,1763.58,0.00658183,4794,3769,0.03,0,65,65,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,39582,57.42,1890,75350,1763.57,1763.58,0.00658183,4817,3769,0.02,0,35,35,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39596,57.46,1891,75400,1763.57,1763.58,0.00658178,4769,3770,0.02,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39623,57.5,1892,75463,1763.57,1763.58,0.00658176,4797,3771,0.03,0,63,63,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,39660,57.55,1893,75535,1763.57,1763.58,0.00658175,4837,3772,0.02,0.01,72,72,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,39675,57.55,1893,75550,1763.57,1763.58,0.00658175,4821,3772,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39699,57.6,1894,75611,1763.57,1763.58,0.00658173,4753,3773,0.03,0,61,61,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:09:37],SOLVE,39738,57.64,1895,75687,1763.57,1763.58,0.00658172,4797,3774,0.04,0,76,76,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,39751,57.65,1895,75700,1763.57,1763.58,0.00658172,4810,3774,0.01,0,13,13,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39773,57.68,1896,75750,1763.57,1763.58,0.00658171,4848,3774,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39805,57.71,1897,75800,1763.57,1763.58,0.00658171,4812,3774,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39824,57.75,1898,75853,1763.57,1763.58,0.0065817,4795,3775,0.01,0,53,53,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,39863,57.79,1899,75929,1763.57,1763.58,0.0065817,4808,3776,0.04,0,76,76,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,39884,57.81,1899,75950,1763.57,1763.58,0.0065817,4829,3776,0.02,0,21,21,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39900,57.84,1900,76000,1763.57,1763.58,0.0065817,4790,3776,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39937,57.89,1901,76073,1763.57,1763.58,0.00658167,4822,3776,0.04,0,73,73,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,39964,57.91,1901,76100,1763.57,1763.58,0.00658167,4801,3776,0.02,0,27,27,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,39979,57.94,1902,76150,1763.57,1763.58,0.00658166,4817,3777,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,40013,57.99,1903,76221,1763.57,1763.58,0.00658164,4812,3777,0.05,0,71,71,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:37],SOLVE,40042,58.01,1903,76250,1763.57,1763.58,0.00658164,4805,3777,0.02,0,29,29,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,40058,58.05,1904,76300,1763.57,1763.58,0.00658163,4805,3778,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:37],SOLVE,40086,58.09,1905,76363,1763.57,1763.58,0.00658163,4805,3779,0.03,0,63,63,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:09:37],SOLVE,40123,58.11,1905,76400,1763.57,1763.58,0.00658163,4794,3780,0.02,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40136,58.14,1906,76450,1763.57,1763.58,0.00658162,4776,3780,0.01,0.02,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40161,58.17,1907,76509,1763.57,1763.58,0.00658161,4817,3780,0.02,0,59,59,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:38],SOLVE,40199,58.23,1908,76583,1763.57,1763.58,0.00658161,4773,3781,0.03,0,74,74,0,0.02,0.01,0,0,0.02,0,0,0,0,0.03
[2017/08/14 21:09:38],SOLVE,40216,58.23,1908,76600,1763.57,1763.58,0.00658161,4790,3781,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40237,58.27,1909,76657,1763.57,1763.58,0.00658159,4809,3782,0.02,0,57,57,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:38],SOLVE,40273,58.31,1910,76727,1763.57,1763.58,0.00658159,4832,3782,0.03,0.01,70,70,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:38],SOLVE,40296,58.33,1910,76750,1763.57,1763.58,0.00658159,4763,3782,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40311,58.36,1911,76801,1763.57,1763.58,0.00658159,4814,3782,0.02,0,51,51,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:38],SOLVE,40350,58.4,1912,76877,1763.57,1763.58,0.00658155,4797,3783,0.04,0,76,76,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:38],SOLVE,40373,58.42,1912,76900,1763.57,1763.58,0.00658155,4776,3783,0.01,0,23,23,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40394,58.45,1913,76950,1763.57,1763.58,0.00658148,4767,3784,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40423,58.47,1914,77000,1763.57,1763.58,0.0065749,4797,3784,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40444,58.49,1915,77050,1763.57,1763.58,0.00657488,4819,3784,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40477,58.53,1916,77100,1763.57,1763.58,0.00656109,4800,3784,0.01,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40493,58.56,1917,77153,1763.57,1763.58,0.00656106,4788,3785,0.02,0,53,53,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:09:38],SOLVE,40523,58.59,1918,77200,1763.57,1763.58,0.00656098,4788,3785,0.02,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40552,58.62,1920,77265,1763.57,1763.58,0.00652177,4813,3785,0.02,0,65,65,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:38],SOLVE,40575,58.64,1921,77309,1763.57,1763.58,0.00652159,4825,3787,0.02,0,44,44,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:38],SOLVE,40597,58.67,1922,77351,1763.57,1763.58,0.00652134,4769,3789,0.02,0,42,42,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:38],SOLVE,40628,58.69,1923,77400,1763.57,1763.58,0.00652027,4807,3790,0.02,0,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40653,58.72,1925,77457,1763.57,1763.58,0.00649669,4854,3791,0.03,0,57,57,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:38],SOLVE,40680,58.75,1926,77500,1763.57,1763.58,0.006461,4794,3791,0.02,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40708,58.79,1927,77563,1763.57,1763.58,0.00646075,4821,3792,0.04,0,63,63,0,0,0.02,0,0,0,0,0,0,0,0.02
[2017/08/14 21:09:38],SOLVE,40728,58.81,1928,77600,1763.57,1763.58,0.00642373,4858,3792,0.02,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40756,58.84,1929,77650,1763.57,1763.58,0.00635898,4853,3793,0.02,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40789,58.89,1930,77719,1763.57,1763.58,0.00635882,4848,3794,0.04,0,69,69,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:09:38],SOLVE,40809,58.91,1931,77757,1763.57,1763.58,0.00634276,4840,3794,0.01,0,38,38,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:38],SOLVE,40837,58.93,1932,77800,1763.57,1763.58,0.00633459,4848,3794,0.02,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40864,58.96,1933,77850,1763.57,1763.58,0.00632846,4840,3796,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40885,58.99,1934,77900,1763.57,1763.58,0.00630687,4832,3804,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40917,59.01,1935,77950,1763.57,1763.58,0.00630681,4819,3804,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:38],SOLVE,40943,59.05,1937,78013,1763.57,1763.58,0.00629957,4846,3804,0.04,0,63,63,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:38],SOLVE,40968,59.08,1938,78061,1763.57,1763.58,0.0062463,4851,3806,0.01,0,48,48,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:09:38],SOLVE,40990,59.1,1939,78100,1763.57,1763.58,0.00623168,4827,3807,0.01,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:39],SOLVE,41030,59.13,1941,78150,1763.57,1763.58,0.00617076,4864,3808,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:39],SOLVE,41045,59.16,1942,78207,1763.57,1763.58,0.00595009,4840,3808,0.02,0,57,57,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:39],SOLVE,41077,59.19,1943,78250,1763.57,1763.58,0.00592239,4837,3808,0.02,0,43,43,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:09:39],SOLVE,41094,59.22,1944,78301,1763.57,1763.58,0.00592211,4888,3809,0.02,0,51,51,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:09:39],SOLVE,41123,59.25,1946,78355,1763.57,1763.58,0.00585684,4895,3809,0.03,0,54,54,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:09:39],SOLVE,41164,59.31,1947,78435,1763.57,1763.58,0.00585676,4830,3811,0.02,0.01,80,80,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
